customer_id,transaction_count,promo_usage_count,quantity,avg_order_value,first_purchase_date,last_purchase_date,purchase_recency,customer_tenure,payment_method_count,future_spend,total_spent
29058,1,0,1,7.995,2021-01-09 01:40:00,2021-01-09 01:40:00,356.93028260253476,356.93028260253476,1,0.0,7.995
67948,1,0,1,16.629,2021-01-09 06:26:00,2021-01-09 06:26:00,356.7314159583912,356.7314159583912,1,0.0,16.629
26538,1,1,1,26.926,2021-01-09 07:07:00,2021-01-09 07:07:00,356.7032935771065,356.7032935771065,1,0.0,26.926
72868,1,0,1,12.504,2021-01-09 07:23:00,2021-01-09 07:23:00,356.69229758921296,356.69229758921296,1,0.0,12.504
22345,1,0,1,16.967,2021-01-09 08:51:00,2021-01-09 08:51:00,356.6312317145602,356.6312317145602,1,0.0,16.967
38939,1,1,1,14.465,2021-01-09 11:12:00,2021-01-09 11:12:00,356.5328113970602,356.5328113970602,1,0.0,14.465
603,1,0,1,7.022,2021-01-09 11:44:00,2021-01-09 11:44:00,356.51104075883103,356.51104075883103,1,0.0,7.022
9731,1,0,1,18.843,2021-01-09 12:32:00,2021-01-09 12:32:00,356.47729206270833,356.47729206270833,1,0.0,18.843
50152,1,1,1,15.667,2021-01-09 14:33:00,2021-01-09 14:33:00,356.3934666158449,356.3934666158449,1,0.0,15.667
27584,1,0,1,15.826,2021-01-09 17:05:00,2021-01-09 17:05:00,356.2879911691435,356.2879911691435,1,0.0,15.826
42361,1,3,3,49.084,2021-01-09 20:53:00,2021-01-09 20:53:00,356.1295235584606,356.1295235584606,1,0.0,147.252
60538,1,0,1,18.352,2021-01-09 22:12:00,2021-01-09 22:12:00,356.0743066686458,356.0743066686458,1,0.0,18.352
23976,1,0,1,5.176,2021-01-09 22:41:00,2021-01-09 22:41:00,356.0543072753241,356.0543072753241,1,0.0,5.176
35662,1,0,5,45.469,2021-01-09 22:54:00,2021-01-09 22:54:00,356.0456079902315,356.0456079902315,1,0.0,45.469
69826,1,0,1,13.218,2021-01-10 00:02:00,2021-01-10 00:02:00,355.9981613142824,355.9981613142824,1,0.0,13.218
58686,1,1,7,211.311,2021-01-10 01:06:00,2021-01-10 01:06:00,355.9536019952894,355.9536019952894,1,0.0,211.311
19374,1,2,2,24.789,2021-01-10 01:10:00,2021-01-10 01:10:00,355.95137202703705,355.95137202703705,1,0.0,49.578
81170,1,0,5,70.007,2021-01-10 04:21:00,2021-01-10 04:21:00,355.81808114577547,355.81808114577547,1,0.0,210.021
45224,1,0,1,17.128,2021-01-10 05:31:00,2021-01-10 05:31:00,355.7695504191435,355.7695504191435,1,0.0,17.128
19769,1,0,6,84.047,2021-01-10 07:43:00,2021-01-10 07:43:00,355.67808728630786,355.67808728630786,1,0.0,252.14
75622,1,0,5,101.47,2021-01-10 08:34:00,2021-01-10 08:34:00,355.64294279357637,355.64294279357637,1,0.0,101.47
26886,1,0,1,13.904,2021-01-10 10:30:00,2021-01-10 10:30:00,355.562131507037,355.562131507037,1,0.0,13.904
46976,1,0,1,13.539,2021-01-10 12:41:00,2021-01-10 12:41:00,355.4713694573495,355.4713694573495,1,0.0,13.539
11388,1,0,2,33.869,2021-01-10 14:18:00,2021-01-10 14:18:00,355.40374688319446,355.40374688319446,1,0.0,33.869
26369,1,0,15,274.129,2021-01-10 14:53:00,2021-01-10 14:53:00,355.3793529818056,355.3793529818056,1,11.62,3015.417
71182,1,0,1,14.998,2021-01-10 15:25:00,2021-01-10 15:25:00,355.3575659546296,355.3575659546296,1,0.0,14.998
35976,1,1,1,43.554,2021-01-10 16:53:00,2021-01-10 16:53:00,355.2961595453125,355.2961595453125,1,0.0,43.554
96196,1,1,1,15.489,2021-01-10 17:17:00,2021-01-10 17:17:00,355.2798515737037,355.2798515737037,1,0.0,15.489
85561,1,1,1,16.597,2021-01-10 17:33:00,2021-01-10 17:33:00,355.2681265482176,355.2681265482176,1,0.0,16.597
1766,1,1,2,27.837,2021-01-10 19:44:00,2021-01-10 19:44:00,355.1775306958912,355.1775306958912,1,0.0,27.837
53462,1,1,1,6.756,2021-01-10 20:31:00,2021-01-10 20:31:00,355.1450078631597,355.1450078631597,1,0.0,6.756
71134,1,1,1,13.398,2021-01-10 21:03:00,2021-01-10 21:03:00,355.1228563302893,355.1228563302893,1,0.0,13.398
85193,1,1,1,18.316,2021-01-10 22:55:00,2021-01-10 22:55:00,355.044958066875,355.044958066875,1,0.0,18.316
78110,1,0,1,33.482,2021-01-10 23:06:00,2021-01-10 23:06:00,355.03691752870367,355.03691752870367,1,0.0,33.482
46578,1,0,1,23.842,2021-01-11 00:23:00,2021-01-11 00:23:00,354.9835875775579,354.9835875775579,1,0.0,23.842
75913,1,1,2,49.239,2021-01-11 00:37:00,2021-01-11 00:37:00,354.9741044891783,354.9741044891783,1,0.0,49.239
54733,1,0,2,39.569,2021-01-11 03:40:00,2021-01-11 03:40:00,354.8469063002778,354.8469063002778,1,0.0,39.569
16441,1,1,1,16.077,2021-01-11 04:33:00,2021-01-11 04:33:00,354.81032524160884,354.81032524160884,1,9.559,16.077
22709,1,2,18,161.704,2021-01-11 05:10:00,2021-01-11 05:10:00,354.78448576997687,354.78448576997687,1,0.0,323.407
51527,1,1,1,14.68,2021-01-11 06:26:00,2021-01-11 06:26:00,354.7312583971875,354.7312583971875,1,0.0,14.68
82677,1,0,3,93.2,2021-01-11 07:18:00,2021-01-11 07:18:00,354.69526852921297,354.69526852921297,1,0.0,93.2
45529,1,0,1,11.639,2021-01-11 11:39:00,2021-01-11 11:39:00,354.51438541023145,354.51438541023145,1,0.0,11.639
75728,1,0,1,11.395,2021-01-11 20:18:00,2021-01-11 20:18:00,354.15408376269676,354.15408376269676,1,0.0,11.395
63959,1,0,1,11.881,2021-01-12 01:44:00,2021-01-12 01:44:00,353.92761175086804,353.92761175086804,1,0.0,11.881
35950,1,0,1,10.755,2021-01-12 11:31:00,2021-01-12 11:31:00,353.5196615267477,353.5196615267477,1,0.0,10.755
80302,1,0,1,11.167,2021-01-12 13:44:00,2021-01-12 13:44:00,353.4272296296528,353.4272296296528,1,0.0,11.167
92608,1,0,1,30.889,2021-01-12 14:25:00,2021-01-12 14:25:00,353.3988173705093,353.3988173705093,1,0.0,30.889
62782,1,0,1,15.586,2021-01-12 16:44:00,2021-01-12 16:44:00,353.30208878425924,353.30208878425924,1,0.0,15.586
42091,1,0,3,60.645,2021-01-12 18:24:00,2021-01-12 18:24:00,353.2333105337037,353.2333105337037,1,0.0,60.645
11698,1,0,1,9.979,2021-01-12 19:15:00,2021-01-12 19:15:00,353.19746781343747,353.19746781343747,1,0.0,9.979
18511,1,1,1,9.868,2021-01-13 02:35:00,2021-01-13 02:35:00,352.8920976159722,352.8920976159722,1,0.0,9.868
21357,1,1,19,361.989,2021-01-13 04:46:00,2021-01-13 04:46:00,352.8008872070254,352.8008872070254,1,22.168,361.989
64290,1,2,2,27.746,2021-01-13 10:43:00,2021-01-13 10:43:00,352.5531294990278,352.5531294990278,1,0.0,55.492
12932,1,1,1,15.566,2021-01-13 15:44:00,2021-01-13 15:44:00,352.34389774532406,352.34389774532406,1,0.0,15.566
59639,1,0,1,9.87,2021-01-13 16:48:00,2021-01-13 16:48:00,352.2997305982986,352.2997305982986,1,0.0,9.87
27390,1,0,1,27.353,2021-01-13 20:02:00,2021-01-13 20:02:00,352.1651944555324,352.1651944555324,1,0.0,27.353
71025,1,1,1,16.434,2021-01-13 20:12:00,2021-01-13 20:12:00,352.1576688927894,352.1576688927894,1,0.0,16.434
51504,1,0,1,15.87,2021-01-13 22:26:00,2021-01-13 22:26:00,352.064681316412,352.064681316412,1,0.0,15.87
52668,1,0,1,5.823,2021-01-14 01:59:00,2021-01-14 01:59:00,351.9169823761574,351.9169823761574,1,0.0,5.823
58575,1,1,1,11.14,2021-01-14 02:48:00,2021-01-14 02:48:00,351.88325210122684,351.88325210122684,1,0.0,11.14
35083,1,1,1,12.389,2021-01-14 02:50:00,2021-01-14 02:50:00,351.8819335935764,351.8819335935764,1,0.0,12.389
54976,1,0,1,6.343,2021-01-14 07:36:00,2021-01-14 07:36:00,351.68287535701387,351.68287535701387,1,0.0,6.343
15537,1,0,1,17.086,2021-01-14 09:10:00,2021-01-14 09:10:00,351.6180304717245,351.6180304717245,1,0.0,17.086
71336,1,0,4,92.012,2021-01-14 09:31:00,2021-01-14 09:31:00,351.6028936418403,351.6028936418403,1,0.0,368.049
289,1,1,1,10.376,2021-01-14 09:41:00,2021-01-14 09:41:00,351.5964953149537,351.5964953149537,1,0.0,10.376
79469,1,0,2,30.337,2021-01-14 11:38:00,2021-01-14 11:38:00,351.5147506980556,351.5147506980556,1,0.0,30.337
19194,1,1,1,3.902,2021-01-14 14:35:00,2021-01-14 14:35:00,351.3922832642477,351.3922832642477,1,0.0,3.902
25704,1,0,2,35.826,2021-01-14 17:47:00,2021-01-14 17:47:00,351.2585229013658,351.2585229013658,1,0.0,71.652
37625,1,0,1,7.54,2021-01-14 18:26:00,2021-01-14 18:26:00,351.23141315777775,351.23141315777775,1,0.0,7.54
20904,1,1,2,21.09,2021-01-14 18:40:00,2021-01-14 18:40:00,351.2221577938426,351.2221577938426,1,0.0,21.09
88586,1,1,6,72.664,2021-01-14 20:02:00,2021-01-14 20:02:00,351.164983955868,351.164983955868,1,0.0,72.664
85494,1,0,2,21.885,2021-01-14 20:10:00,2021-01-14 20:10:00,351.1593572520255,351.1593572520255,1,0.0,43.769
46114,1,1,3,21.166,2021-01-14 23:41:00,2021-01-14 23:41:00,351.01296549302083,351.01296549302083,1,0.0,21.166
11565,1,1,1,10.444,2021-01-15 00:26:00,2021-01-15 00:26:00,350.9812596695023,350.9812596695023,1,0.0,10.444
68699,1,1,8,134.826,2021-01-15 02:40:00,2021-01-15 02:40:00,350.88867388412035,350.88867388412035,1,0.0,134.826
23924,1,0,1,14.866,2021-01-15 03:47:00,2021-01-15 03:47:00,350.84215747556715,350.84215747556715,1,0.0,14.866
77992,1,1,1,5.783,2021-01-15 04:09:00,2021-01-15 04:09:00,350.82707325120373,350.82707325120373,1,0.0,5.783
80256,1,1,1,24.602,2021-01-15 09:27:00,2021-01-15 09:27:00,350.60586367072915,350.60586367072915,1,0.0,24.602
11880,1,1,1,6.137,2021-01-15 09:43:00,2021-01-15 09:43:00,350.5946162993287,350.5946162993287,1,0.0,6.137
61241,1,0,1,13.683,2021-01-15 10:14:00,2021-01-15 10:14:00,350.5732438140741,350.5732438140741,1,0.0,13.683
43146,1,0,3,56.746,2021-01-15 12:31:00,2021-01-15 12:31:00,350.47831057438657,350.47831057438657,1,5.572,56.746
21326,1,0,1,18.554,2021-01-15 13:27:00,2021-01-15 13:27:00,350.4395085036574,350.4395085036574,1,0.0,18.554
61192,1,0,1,13.836,2021-01-15 13:55:00,2021-01-15 13:55:00,350.4195118099884,350.4195118099884,1,0.0,13.836
81103,1,1,1,16.054,2021-01-15 18:50:00,2021-01-15 18:50:00,350.21464017520833,350.21464017520833,1,0.0,16.054
67886,1,0,5,79.635,2021-01-15 19:23:00,2021-01-15 19:23:00,350.1922442818171,350.1922442818171,1,0.0,159.271
8709,1,5,5,48.247,2021-01-15 21:15:00,2021-01-15 21:15:00,350.11435262060184,350.11435262060184,1,0.0,241.235
69658,1,0,1,12.588,2021-01-16 00:36:00,2021-01-16 00:36:00,349.9743362342361,349.9743362342361,1,0.0,12.588
30365,1,4,23,434.101,2021-01-16 06:12:00,2021-01-16 06:12:00,349.74132051939813,349.74132051939813,1,0.0,1736.405
98521,1,0,1,13.75,2021-01-16 06:33:00,2021-01-16 06:33:00,349.72702107417825,349.72702107417825,1,0.0,13.75
8591,1,0,2,14.397,2021-01-16 13:42:00,2021-01-16 13:42:00,349.42888158505787,349.42888158505787,1,0.0,14.397
22753,1,4,5,49.067,2021-01-16 13:50:00,2021-01-16 13:50:00,349.42310476185185,349.42310476185185,1,0.0,196.267
3435,1,0,1,8.842,2021-01-16 14:09:00,2021-01-16 14:09:00,349.4103446757639,349.4103446757639,1,0.0,8.842
34007,1,0,1,23.945,2021-01-16 16:21:00,2021-01-16 16:21:00,349.3181181215625,349.3181181215625,1,0.0,23.945
81369,1,1,1,10.044,2021-01-16 18:16:00,2021-01-16 18:16:00,349.2386412625232,349.2386412625232,1,0.0,10.044
22861,1,0,1,26.788,2021-01-16 18:40:00,2021-01-16 18:40:00,349.22197049378474,349.22197049378474,1,0.0,26.788
8033,1,0,1,14.331,2021-01-16 20:10:00,2021-01-16 20:10:00,349.1590385102315,349.1590385102315,1,0.0,14.331
8449,1,1,4,31.277,2021-01-16 20:19:00,2021-01-16 20:19:00,349.15328682457175,349.15328682457175,1,0.0,31.277
75624,1,0,1,16.819,2021-01-16 21:49:00,2021-01-16 21:49:00,349.09078241297453,349.09078241297453,1,0.0,16.819
3322,1,1,1,13.812,2021-01-16 22:08:00,2021-01-16 22:08:00,349.0775447588889,349.0775447588889,1,0.0,13.812
96579,1,1,1,18.239,2021-01-16 23:23:00,2021-01-16 23:23:00,349.0252390889236,349.0252390889236,1,0.0,18.239
97637,1,0,1,10.323,2021-01-16 23:51:00,2021-01-16 23:51:00,349.0062004851273,349.0062004851273,1,0.0,10.323
71229,1,0,2,15.336,2021-01-17 00:06:00,2021-01-17 00:06:00,348.9957696713426,348.9957696713426,1,0.0,15.336
63592,1,0,5,142.643,2021-01-17 00:12:00,2021-01-17 00:12:00,348.99111500101856,348.99111500101856,1,0.0,142.643
11129,1,0,6,73.647,2021-01-17 00:40:00,2021-01-17 00:40:00,348.97210365510415,348.97210365510415,1,0.0,147.294
82821,1,1,1,29.799,2021-01-17 00:58:00,2021-01-17 00:58:00,348.9592221117014,348.9592221117014,1,13.4,29.799
11690,1,0,1,10.992,2021-01-17 01:21:00,2021-01-17 01:21:00,348.94317351350696,348.94317351350696,1,0.0,10.992
58207,1,1,1,19.234,2021-01-17 04:48:00,2021-01-17 04:48:00,348.7996996274884,348.7996996274884,1,0.0,19.234
61435,1,1,1,12.233,2021-01-17 04:51:00,2021-01-17 04:51:00,348.7973866163426,348.7973866163426,1,0.0,12.233
84980,1,0,1,11.873,2021-01-17 05:49:00,2021-01-17 05:49:00,348.75758725406246,348.75758725406246,1,216.546,11.873
45276,1,0,3,61.517,2021-01-17 06:14:00,2021-01-17 06:14:00,348.7399893515046,348.7399893515046,1,0.0,123.035
56755,1,0,16,328.394,2021-01-17 06:32:00,2021-01-17 06:32:00,348.7271437297917,348.7271437297917,1,0.0,656.788
42356,1,0,1,12.183,2021-01-17 08:37:00,2021-01-17 08:37:00,348.6406935232523,348.6406935232523,1,0.0,12.183
53490,1,0,2,17.397,2021-01-17 08:46:00,2021-01-17 08:46:00,348.6341493495602,348.6341493495602,1,0.0,34.795
74109,1,0,1,11.675,2021-01-17 09:28:00,2021-01-17 09:28:00,348.6048664611574,348.6048664611574,1,0.0,11.675
24482,1,0,1,11.368,2021-01-17 10:31:00,2021-01-17 10:31:00,348.56165016241897,348.56165016241897,1,0.0,11.368
20322,1,1,1,18.577,2021-01-17 12:17:00,2021-01-17 12:17:00,348.4875491097454,348.4875491097454,1,0.0,18.577
13369,1,0,1,13.272,2021-01-17 13:35:00,2021-01-17 13:35:00,348.43375159523146,348.43375159523146,1,0.0,13.272
88952,1,0,5,62.19,2021-01-17 13:36:00,2021-01-17 13:36:00,348.4328145559375,348.4328145559375,1,0.0,124.379
75301,1,0,1,10.115,2021-01-17 13:47:00,2021-01-17 13:47:00,348.4251616145602,348.4251616145602,1,0.0,10.115
66757,1,1,1,9.091,2021-01-17 17:32:00,2021-01-17 17:32:00,348.269286061331,348.269286061331,1,0.0,9.091
62242,1,1,1,9.13,2021-01-17 18:23:00,2021-01-17 18:23:00,348.2334620925463,348.2334620925463,1,0.0,9.13
61173,1,0,1,35.701,2021-01-17 19:05:00,2021-01-17 19:05:00,348.20422420296296,348.20422420296296,1,0.0,35.701
36947,1,2,3,28.317,2021-01-17 19:25:00,2021-01-17 19:25:00,348.1907711403009,348.1907711403009,1,0.0,56.634
38399,1,1,1,7.408,2021-01-17 20:03:00,2021-01-17 20:03:00,348.16393720219907,348.16393720219907,1,0.0,7.408
40213,1,2,3,48.278,2021-01-17 21:46:00,2021-01-17 21:46:00,348.09263495077545,348.09263495077545,1,14.253,96.556
57206,1,0,1,9.554,2021-01-17 22:22:00,2021-01-17 22:22:00,348.06785859427083,348.06785859427083,1,11.006,9.554
22688,1,1,1,18.064,2021-01-17 22:32:00,2021-01-17 22:32:00,348.06053860973384,348.06053860973384,1,0.0,18.064
22584,1,0,2,34.531,2021-01-17 22:36:00,2021-01-17 22:36:00,348.0580963755324,348.0580963755324,1,0.0,69.062
42895,1,0,3,52.755,2021-01-17 22:42:00,2021-01-17 22:42:00,348.05404243118056,348.05404243118056,1,0.0,158.265
10225,1,0,1,20.444,2021-01-17 23:13:00,2021-01-17 23:13:00,348.0319751802199,348.0319751802199,1,0.0,20.444
13768,1,1,1,12.491,2021-01-17 23:32:00,2021-01-17 23:32:00,348.01901743673614,348.01901743673614,1,0.0,12.491
48402,1,1,1,26.664,2021-01-17 23:57:00,2021-01-17 23:57:00,348.0019042110532,348.0019042110532,1,0.0,26.664
